[2025-10-27 15:40:42.480600] --- Starting Log for Run: 20251027_154042 ---
[2025-10-27 15:41:52.997787] Error processing 600595.SS in screening logic: 'trade_date'
[2025-10-27 15:41:52.997797] Error processing 002130.SZ in screening logic: 'trade_date'
[2025-10-27 15:41:52.997802] Error processing 300969.SZ in screening logic: 'trade_date'
[2025-10-27 15:41:52.997805] Error processing 688312.SS in screening logic: 'trade_date'
[2025-10-27 15:41:52.997809] Error processing 300797.SZ in screening logic: 'trade_date'
[2025-10-27 15:41:52.997813] Error processing 301010.SZ in screening logic: 'trade_date'
[2025-10-27 15:41:52.997816] Error processing 002900.SZ in screening logic: 'trade_date'
[2025-10-27 15:41:52.997820] Error processing 300650.SZ in screening logic: 'trade_date'
[2025-10-27 15:41:52.997823] Error processing 002971.SZ in screening logic: 'trade_date'
[2025-10-27 15:41:52.997827] Error processing 603588.SS in screening logic: 'trade_date'
[2025-10-27 15:41:52.997830] Error processing 920300.SZ in screening logic: 'trade_date'
[2025-10-27 15:41:52.997834] Error processing 603297.SS in screening logic: 'trade_date'
[2025-10-27 15:41:52.997838] Error processing 600556.SS in screening logic: 'trade_date'
[2025-10-27 15:41:52.997842] Error processing 000019.SZ in screening logic: 'trade_date'
[2025-10-27 15:41:52.997845] Error processing 002222.SZ in screening logic: 'trade_date'
[2025-10-27 15:41:52.997849] Error processing 688678.SS in screening logic: 'trade_date'
[2025-10-27 15:41:52.997853] Error processing 688411.SS in screening logic: 'trade_date'
[2025-10-27 15:41:52.997856] Error processing 300285.SZ in screening logic: 'trade_date'
[2025-10-27 15:41:52.997860] Error processing 688662.SS in screening logic: 'trade_date'
[2025-10-27 15:41:52.997863] Error processing 603036.SS in screening logic: 'trade_date'
[2025-10-27 15:41:52.997867] Error processing 002338.SZ in screening logic: 'trade_date'
[2025-10-27 15:41:52.997871] Error processing 000885.SZ in screening logic: 'trade_date'
[2025-10-27 15:41:52.997875] Error processing 300136.SZ in screening logic: 'trade_date'
[2025-10-27 15:41:52.997879] Error processing 002803.SZ in screening logic: 'trade_date'
[2025-10-27 15:41:52.997882] Error processing 002775.SZ in screening logic: 'trade_date'
[2025-10-27 15:41:52.997886] Error processing 603355.SS in screening logic: 'trade_date'
[2025-10-27 15:41:52.997890] Error processing 000045.SZ in screening logic: 'trade_date'
[2025-10-27 15:41:52.997893] Error processing 688469.SS in screening logic: 'trade_date'
[2025-10-27 15:41:52.997896] Error processing 300585.SZ in screening logic: 'trade_date'
[2025-10-27 15:41:52.997900] Error processing 000058.SZ in screening logic: 'trade_date'
[2025-10-27 15:41:52.997903] Error processing 001287.SZ in screening logic: 'trade_date'
[2025-10-27 15:41:52.997907] Error processing 300686.SZ in screening logic: 'trade_date'
[2025-10-27 15:41:52.997910] Error processing 603618.SS in screening logic: 'trade_date'
[2025-10-27 15:41:52.997914] Error processing 605376.SS in screening logic: 'trade_date'
[2025-10-27 15:41:52.997918] Error processing 300751.SZ in screening logic: 'trade_date'
[2025-10-27 15:41:52.997922] Error processing 688019.SS in screening logic: 'trade_date'
[2025-10-27 15:41:52.997926] Error processing 603077.SS in screening logic: 'trade_date'
[2025-10-27 15:41:52.997931] Error processing 600980.SS in screening logic: 'trade_date'
[2025-10-27 15:41:52.997935] Error processing 688377.SS in screening logic: 'trade_date'
[2025-10-27 15:41:52.997938] Error processing 600162.SS in screening logic: 'trade_date'
[2025-10-27 15:41:52.997941] Error processing 603956.SS in screening logic: 'trade_date'
[2025-10-27 15:41:52.997943] Error processing 002006.SZ in screening logic: 'trade_date'
[2025-10-27 15:41:52.997945] Error processing 000417.SZ in screening logic: 'trade_date'
[2025-10-27 15:41:52.997947] Error processing 688776.SS in screening logic: 'trade_date'
[2025-10-27 15:41:52.997949] Error processing 603650.SS in screening logic: 'trade_date'
[2025-10-27 15:41:52.997951] Error processing 002533.SZ in screening logic: 'trade_date'
[2025-10-27 15:41:52.997953] Error processing 688035.SS in screening logic: 'trade_date'
[2025-10-27 15:41:52.997955] Error processing 002460.SZ in screening logic: 'trade_date'
[2025-10-27 15:41:52.997957] Error processing 605155.SS in screening logic: 'trade_date'
[2025-10-27 15:41:52.997959] Error processing 301148.SZ in screening logic: 'trade_date'
[2025-10-27 15:41:52.997961] Error processing 000410.SZ in screening logic: 'trade_date'
