[2025-10-28 15:40:43.656189] --- Starting Log for Run: 20251028_154043 ---
[2025-10-28 15:41:58.024898] Error processing 003002.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.024907] Error processing 600162.SS in screening logic: 'trade_date'
[2025-10-28 15:41:58.024912] Error processing 603232.SS in screening logic: 'trade_date'
[2025-10-28 15:41:58.024916] Error processing 003023.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.024919] Error processing 000985.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.024923] Error processing 002775.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.024926] Error processing 920145.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.024930] Error processing 600067.SS in screening logic: 'trade_date'
[2025-10-28 15:41:58.024933] Error processing 603650.SS in screening logic: 'trade_date'
[2025-10-28 15:41:58.024937] Error processing 300818.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.024941] Error processing 605588.SS in screening logic: 'trade_date'
[2025-10-28 15:41:58.024945] Error processing 600089.SS in screening logic: 'trade_date'
[2025-10-28 15:41:58.024949] Error processing 601279.SS in screening logic: 'trade_date'
[2025-10-28 15:41:58.024954] Error processing 601619.SS in screening logic: 'trade_date'
[2025-10-28 15:41:58.024957] Error processing 000957.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.024959] Error processing 002725.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.024961] Error processing 300650.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.024963] Error processing 300507.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.024965] Error processing 001206.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.024967] Error processing 600895.SS in screening logic: 'trade_date'
[2025-10-28 15:41:58.024969] Error processing 002765.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.024971] Error processing 000665.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.024973] Error processing 002510.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.024975] Error processing 300797.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.024977] Error processing 002290.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.024979] Error processing 000672.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.024981] Error processing 688545.SS in screening logic: 'trade_date'
[2025-10-28 15:41:58.024982] Error processing 300151.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.024984] Error processing 002850.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.024986] Error processing 688160.SS in screening logic: 'trade_date'
[2025-10-28 15:41:58.024988] Error processing 001208.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.024990] Error processing 600801.SS in screening logic: 'trade_date'
[2025-10-28 15:41:58.024992] Error processing 688182.SS in screening logic: 'trade_date'
[2025-10-28 15:41:58.024994] Error processing 601126.SS in screening logic: 'trade_date'
[2025-10-28 15:41:58.024995] Error processing 001221.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.024997] Error processing 002546.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.024999] Error processing 603306.SS in screening logic: 'trade_date'
[2025-10-28 15:41:58.025001] Error processing 300836.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.025003] Error processing 688083.SS in screening logic: 'trade_date'
[2025-10-28 15:41:58.025005] Error processing 688776.SS in screening logic: 'trade_date'
[2025-10-28 15:41:58.025007] Error processing 603683.SS in screening logic: 'trade_date'
[2025-10-28 15:41:58.025009] Error processing 002294.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.025011] Error processing 001226.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.025013] Error processing 002928.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.025015] Error processing 000629.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.025017] Error processing 300378.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.025019] Error processing 002298.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.025021] Error processing 603026.SS in screening logic: 'trade_date'
[2025-10-28 15:41:58.025022] Error processing 002701.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.025024] Error processing 600170.SS in screening logic: 'trade_date'
[2025-10-28 15:41:58.025026] Error processing 002728.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.025028] Error processing 600237.SS in screening logic: 'trade_date'
[2025-10-28 15:41:58.025030] Error processing 603726.SS in screening logic: 'trade_date'
[2025-10-28 15:41:58.025032] Error processing 300185.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.025034] Error processing 002910.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.025036] Error processing 301148.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.025038] Error processing 603035.SS in screening logic: 'trade_date'
[2025-10-28 15:41:58.025039] Error processing 000531.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.025041] Error processing 002925.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.025043] Error processing 300136.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.025045] Error processing 601615.SS in screening logic: 'trade_date'
[2025-10-28 15:41:58.025047] Error processing 688360.SS in screening logic: 'trade_date'
[2025-10-28 15:41:58.025049] Error processing 688361.SS in screening logic: 'trade_date'
[2025-10-28 15:41:58.025051] Error processing 605255.SS in screening logic: 'trade_date'
[2025-10-28 15:41:58.025052] Error processing 688035.SS in screening logic: 'trade_date'
[2025-10-28 15:41:58.025054] Error processing 603917.SS in screening logic: 'trade_date'
[2025-10-28 15:41:58.025056] Error processing 002346.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.025058] Error processing 600060.SS in screening logic: 'trade_date'
[2025-10-28 15:41:58.025060] Error processing 601616.SS in screening logic: 'trade_date'
[2025-10-28 15:41:58.025062] Error processing 920179.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.025064] Error processing 300854.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.025066] Error processing 603313.SS in screening logic: 'trade_date'
[2025-10-28 15:41:58.025068] Error processing 688325.SS in screening logic: 'trade_date'
[2025-10-28 15:41:58.025070] Error processing 300066.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.025072] Error processing 300250.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.025073] Error processing 688210.SS in screening logic: 'trade_date'
[2025-10-28 15:41:58.025075] Error processing 002255.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.025078] Error processing 000776.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.025081] Error processing 002919.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.025083] Error processing 600996.SS in screening logic: 'trade_date'
[2025-10-28 15:41:58.025085] Error processing 605358.SS in screening logic: 'trade_date'
[2025-10-28 15:41:58.025087] Error processing 688373.SS in screening logic: 'trade_date'
[2025-10-28 15:41:58.025089] Error processing 300582.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.025091] Error processing 300969.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.025093] Error processing 603226.SS in screening logic: 'trade_date'
[2025-10-28 15:41:58.025095] Error processing 000548.SZ in screening logic: 'trade_date'
[2025-10-28 15:41:58.025097] Error processing 600268.SS in screening logic: 'trade_date'
[2025-10-28 15:41:58.025099] Error processing 301075.SZ in screening logic: 'trade_date'
