代码,名称,当前收盘价,MA5,MA10,突破前高价,突破日,信号
002295.SZ,精艺股份,13.2,13.129999999999999,13.882,14.85,20251009,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002083.SZ,孚日股份,6.16,5.436,5.209,5.35,20251017,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002925.SZ,盈趣科技,18.99,19.098,19.684,19.56,20250923,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002825.SZ,纳尔股份,12.59,11.856,11.033,11.89,20251017,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
000813.SZ,德展健康,4.1,4.082,4.176,4.4,20250915,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002245.SZ,蔚蓝锂芯,17.77,17.91,18.798,18.8,20250917,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002004.SZ,华邦健康,4.92,4.715999999999999,4.639,4.78,20251017,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
000885.SZ,城发环境,15.08,15.252,15.346,15.3,20250929,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
300893.SZ,松原安全,35.69,35.936,36.444,34.25,20250930,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
000020.SZ,深华发Ａ,14.28,14.381999999999996,14.616999999999999,15.36,20250926,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
001287.SZ,中电港,22.54,22.798,22.851000000000003,23.09,20251009,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
300593.SZ,新雷能,19.41,19.618000000000002,20.182,21.9,20250930,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002905.SZ,金逸影视,10.29,10.116000000000001,10.203999999999999,14.98,20250918,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
