序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
26,600303,曙光股份,4.58,9.05,0.38,776371.0,328456549.0,14.52,4.62,4.01,4.15,4.2,1.81,11.49,-9.19,2.33,3130907286.0,3094267286.0,-0.87,4.33,61.84,53.69
27,600962,国投中鲁,14.93,8.98,1.23,239205.0,357584694.0,10.88,15.07,13.58,13.68,13.7,3.3,9.12,133.82,4.36,3914795300.0,3914795300.0,0.27,0.27,11.42,13.54
28,603416,信捷电气,50.81,8.57,4.01,55683.0,277686621.0,9.4,51.48,47.08,47.08,46.8,2.5,3.99,30.74,3.18,7141853600.0,7088249050.0,0.02,0.3,18.3,21.12
29,600246,万通发展,5.71,8.56,0.45,1057381.0,598443749.0,10.08,5.79,5.26,5.26,5.26,4.66,5.52,-70.75,1.98,10945590794.0,10945590794.0,0.0,0.35,-12.15,-23.36
30,688160,步科股份,106.11,8.52,8.33,22691.0,234671892.0,8.11,106.64,98.71,98.79,97.78,1.81,2.7,180.72,11.52,8913240000.0,8913240000.0,0.25,0.4,59.18,84.99
31,600797,浙大网新,10.57,8.41,0.82,2414355.0,2546628133.0,10.05,10.73,9.75,9.79,9.75,2.72,23.5,-170.94,3.32,10860953731.0,10860953731.0,0.0,0.09,69.12,47.21
32,605488,福莱新材,45.17,8.4,3.5,221919.0,987642408.0,8.74,45.84,42.2,43.0,41.67,3.32,11.21,65.36,6.15,9097040788.0,8944556353.0,-0.15,-0.51,71.03,114.99
33,603040,新坐标,28.06,8.26,2.14,64446.0,178925916.0,9.61,28.51,26.02,26.27,25.92,4.11,4.77,17.77,2.9,3830692162.0,3789878892.0,-0.14,0.07,19.15,22.96
34,603583,捷昌驱动,39.2,8.14,2.95,273777.0,1045106737.0,8.39,39.8,36.76,36.88,36.25,2.32,7.16,38.45,3.45,15031496956.0,14984080636.0,0.13,0.2,41.93,58.64
35,600505,西昌电力,16.2,8.07,1.21,767860.0,1157770181.0,19.68,16.44,13.49,14.35,14.99,1.37,21.06,712.06,4.87,5905993500.0,5905993500.0,0.56,-0.43,59.14,33.88
36,603667,五洲新春,36.5,7.86,2.66,404585.0,1456208835.0,8.19,37.22,34.45,34.47,33.84,2.43,11.05,102.09,4.55,13371428250.0,13366401105.0,0.44,0.47,-15.31,47.47
37,688662,富信科技,40.06,7.83,2.91,36889.0,143887019.0,9.45,40.66,37.15,37.15,37.15,2.43,4.18,73.46,5.03,3534894400.0,3534894400.0,-0.15,0.23,13.65,16.72
38,603809,豪能股份,16.19,7.79,1.17,287855.0,457952096.0,8.06,16.46,15.25,15.28,15.02,2.54,4.49,32.26,3.67,10381036144.0,10381036144.0,0.06,0.12,19.75,39.21
39,603699,纽威股份,26.29,7.61,1.86,88427.0,231261677.0,6.02,26.85,25.38,25.5,24.43,3.14,1.17,17.49,4.67,20205801548.0,19840797287.0,-0.11,-0.15,8.86,18.58
40,600480,凌云股份,16.31,7.59,1.15,404409.0,646283338.0,7.65,16.52,15.36,15.42,15.16,2.27,4.37,22.97,2.08,15336240971.0,15102751578.0,-0.06,0.12,40.12,50.88
41,603067,振华股份,20.85,7.53,1.46,357509.0,737825996.0,6.34,21.23,20.0,20.5,19.39,3.79,7.02,21.88,3.48,10613146272.0,10613146272.0,0.19,0.24,71.6,65.08
42,603822,嘉澳环保,57.09,7.11,3.79,24762.0,139657235.0,9.91,58.58,53.3,53.3,53.3,1.81,3.22,-24.46,4.86,4385989832.0,4385989832.0,0.16,0.33,13.54,17.08
43,688208,道通科技,37.52,7.05,2.47,179312.0,665655523.0,7.48,38.38,35.76,35.78,35.05,2.93,3.97,26.45,5.04,16954482371.0,16954482371.0,0.03,0.05,2.6,-4.19
44,600163,中闽能源,5.64,7.02,0.37,355934.0,195818261.0,7.97,5.68,5.26,5.3,5.27,3.13,1.87,19.68,1.63,10732898247.0,10732898247.0,0.0,0.18,3.87,-7.39
45,688279,峰岹科技,241.47,7.01,15.81,17059.0,407523887.0,8.04,247.5,229.35,229.35,225.66,1.58,3.05,100.3,8.74,22302985369.0,13488087523.0,0.47,0.5,30.07,53.12
46,603009,北特科技,44.13,6.96,2.87,170576.0,736074424.0,6.35,44.44,41.82,41.82,41.26,2.18,5.04,209.13,9.04,14939159794.0,14933987846.0,0.07,0.18,-8.18,12.92
47,688063,派能科技,38.22,6.91,2.47,89911.0,339335869.0,7.47,38.76,36.09,36.09,35.75,2.9,3.66,-61.41,1.03,9377630497.0,9377630497.0,-0.03,0.29,-1.85,-4.57
48,603197,保隆科技,36.53,6.88,2.35,79959.0,286587974.0,4.3,36.63,35.16,35.3,34.18,2.06,3.74,23.64,2.45,7834939130.0,7803532463.0,0.22,0.22,-1.56,-3.23
49,601702,华峰铝业,16.97,6.86,1.09,128869.0,212366696.0,6.23,16.99,16.0,16.17,15.88,1.71,1.29,15.91,2.92,16945064282.0,16945064282.0,0.18,0.65,-8.91,-7.37
50,688159,有方科技,39.66,6.73,2.5,55481.0,218481130.0,7.97,40.16,37.2,37.94,37.16,1.57,6.05,37.47,4.27,3648501672.0,3636008772.0,0.05,0.05,32.86,31.15
51,605133,嵘泰股份,30.23,6.71,1.9,67168.0,201161323.0,7.17,30.63,28.6,28.65,28.33,1.88,3.63,40.25,1.87,6576340972.0,5590086739.0,-0.13,-0.07,21.16,28.47
52,605088,冠盛股份,34.14,6.69,2.14,66366.0,221886954.0,6.69,34.44,32.3,32.77,32.0,1.91,3.73,20.99,2.63,6253004697.0,6076159497.0,0.15,0.15,30.11,36.12
53,603089,正裕工业,9.78,6.54,0.6,79417.0,77278123.0,5.01,9.96,9.5,9.57,9.18,2.69,3.55,30.62,1.79,2188165034.0,2188165034.0,-0.1,0.0,-2.78,9.03
54,688411,海博思创,72.93,6.47,4.43,26327.0,188674051.0,7.46,73.99,68.88,68.88,68.5,2.52,7.39,20.03,3.32,12961859694.0,2599912565.0,-0.04,0.04,276.32,276.32
55,688259,创耀科技,41.22,6.24,2.42,68542.0,279685275.0,7.91,41.97,38.9,38.91,38.8,2.62,6.14,76.44,3.05,4604274000.0,4604274000.0,-0.15,-0.19,17.24,17.91
56,600278,东方创业,7.54,6.2,0.44,763730.0,559617281.0,10.85,7.8,7.03,7.35,7.1,3.46,8.76,26.42,0.87,6618390060.0,6574243300.0,0.0,-0.26,13.73,7.87
57,601100,恒立液压,74.64,6.13,4.31,172351.0,1266012862.0,4.98,75.18,71.68,71.95,70.33,2.0,1.29,41.9,6.64,100078878843.0,100078878843.0,0.28,0.47,20.56,41.44
58,600681,百川能源,3.49,6.08,0.2,320003.0,110165975.0,3.95,3.51,3.38,3.38,3.29,7.23,2.39,14.67,1.28,4679583287.0,4675932614.0,0.29,0.29,6.08,-0.29
59,603596,伯特利,58.53,6.03,3.33,111198.0,650356604.0,3.41,59.46,57.58,57.58,55.2,3.07,1.83,29.37,5.41,35499078295.0,35486582140.0,0.27,0.46,26.61,31.26
60,603129,春风动力,165.27,6.02,9.39,29317.0,488246729.0,4.06,170.0,163.67,163.67,155.88,1.26,1.92,15.18,3.74,25216510364.0,25216510364.0,0.03,0.1,-13.92,5.22
61,688205,德科立,53.8,5.99,3.04,55655.0,296213880.0,7.45,54.89,51.11,51.45,50.76,2.71,8.2,64.84,2.91,6504033985.0,3650587863.0,-0.02,0.04,-41.94,-40.88
62,605289,罗曼股份,24.46,5.98,1.38,34744.0,84000119.0,6.76,24.68,23.12,23.12,23.08,2.94,3.21,127.37,2.04,2681292970.0,2649935250.0,-0.12,-0.08,-4.68,-2.39
63,603166,福达股份,14.77,5.95,0.83,369897.0,538123016.0,7.68,15.1,14.03,14.18,13.94,1.89,5.79,51.51,3.99,9544501775.0,9438157775.0,-0.14,-0.07,54.98,103.16
64,688598,金博股份,26.27,5.93,1.47,55338.0,142123295.0,6.94,26.6,24.88,24.88,24.8,2.11,2.71,-6.91,1.03,5363228453.0,5363228453.0,0.0,0.27,29.09,24.74
65,688071,华依科技,33.63,5.92,1.88,18121.0,60406350.0,6.71,34.13,32.0,32.0,31.75,2.01,2.14,-61.36,2.91,2851478418.0,2851478418.0,0.09,0.3,7.79,24.79
66,603728,鸣志电器,65.78,5.89,3.66,206298.0,1335908153.0,6.91,66.69,62.4,63.6,62.12,2.33,4.92,437.17,9.57,27554090850.0,27554090850.0,-0.41,0.47,7.84,21.81
67,688716,中研股份,36.12,5.89,2.01,99906.0,353628207.0,10.67,37.44,33.8,33.95,34.11,2.77,14.57,111.87,3.75,4395081600.0,2477057334.0,-0.44,-0.28,-9.88,-0.63
68,603042,华脉科技,14.96,5.87,0.83,427065.0,623250777.0,11.96,15.54,13.85,13.97,14.13,2.12,26.59,164.89,2.67,2402424006.0,2402424006.0,-0.07,0.34,7.7,-0.6
69,603028,赛福天,6.17,5.83,0.34,247642.0,151711699.0,8.92,6.35,5.83,5.85,5.83,3.33,8.63,-48.0,2.66,1771036800.0,1771036800.0,0.0,0.16,2.66,1.82
70,688320,禾川科技,37.32,5.81,2.05,57395.0,213472297.0,10.15,39.12,35.54,35.59,35.27,2.22,5.44,-35.84,4.25,5635830090.0,3940271948.0,-0.05,0.13,-14.87,-4.06
71,688322,奥比中光-UW,62.73,5.7,3.38,120583.0,744450236.0,6.91,63.5,59.4,60.09,59.35,1.52,4.69,-398.88,8.75,25092062730.0,16125674904.0,0.29,0.69,30.91,34.9
72,603278,大业股份,9.67,5.68,0.52,338307.0,333705196.0,5.36,10.07,9.58,9.7,9.15,3.21,9.9,-23.02,1.53,3304813321.0,3304813321.0,-0.31,-0.21,15.26,27.4
73,603528,多伦科技,8.07,5.63,0.43,407590.0,326828869.0,10.86,8.4,7.57,7.75,7.64,5.38,5.77,101.74,2.87,5696856157.0,5696856157.0,-0.12,0.12,2.02,2.41
74,603270,金帝股份,23.57,5.6,1.25,82913.0,194589950.0,7.39,24.05,22.4,22.42,22.32,2.25,11.72,46.41,2.42,5164344141.0,1666791841.0,-0.04,0.08,11.49,21.49
75,688171,纬德信息,18.64,5.55,0.98,16820.0,30761310.0,7.76,18.95,17.58,17.58,17.66,2.84,3.28,130.35,1.9,1561536176.0,957135835.0,0.27,0.05,10.43,11.42
76,688686,奥普特,84.16,5.54,4.42,12467.0,103582333.0,6.55,84.97,79.75,79.75,79.74,1.85,1.02,73.99,3.52,10287335893.0,10287335893.0,0.37,0.35,9.3,11.31
77,603966,法兰泰克,8.76,5.54,0.46,95105.0,82430373.0,7.83,8.95,8.3,8.3,8.3,2.62,2.65,19.22,2.05,3154541455.0,3142189855.0,-0.11,0.23,9.64,13.47
78,600933,爱柯迪,15.1,5.52,0.79,223386.0,335125477.0,4.89,15.3,14.6,14.6,14.31,2.35,2.29,15.83,1.83,14871342452.0,14758273652.0,0.07,0.0,-16.57,-7.36
79,600793,宜宾纸业,21.08,5.51,1.1,146292.0,304141821.0,10.96,21.8,19.61,19.99,19.98,1.13,8.27,-21.57,8.28,3729136362.0,3729136362.0,-0.33,-0.57,3.64,-9.26
80,688127,蓝特光学,23.97,5.5,1.25,102994.0,248683156.0,7.48,25.18,23.48,23.48,22.72,2.11,2.55,44.21,5.31,9664521828.0,9664521828.0,0.0,0.08,-12.29,-11.55
81,603708,家家悦,12.19,5.45,0.63,244521.0,287322499.0,14.01,12.6,10.98,11.49,11.56,2.44,3.83,31.05,3.21,7781348448.0,7781348448.0,0.0,0.16,17.32,7.02
82,688611,杭州柯林,44.08,5.43,2.27,13795.0,59947432.0,6.12,44.45,41.89,41.89,41.81,2.16,1.26,66.12,5.42,4829581120.0,4829581120.0,-0.05,0.0,32.77,31.82
83,603949,雪龙集团,18.85,5.37,0.96,140827.0,265055769.0,8.05,19.5,18.06,18.17,17.89,1.4,6.7,65.88,3.91,3979926418.0,3962369415.0,-0.26,-0.37,53.63,57.21
84,688306,均普智能,10.06,5.34,0.51,298585.0,298535498.0,6.28,10.3,9.7,9.75,9.55,2.03,2.43,1507.32,7.03,12356524968.0,12356524968.0,0.0,0.2,13.8,29.81
85,688583,思看科技,104.59,5.33,5.29,11252.0,116413978.0,6.83,106.58,99.8,99.8,99.3,2.0,8.8,58.64,6.36,7112120000.0,1336696493.0,-0.28,-0.28,13.73,212.58
86,603666,亿嘉和,32.46,5.29,1.63,88809.0,284856071.0,5.77,32.88,31.1,31.1,30.83,1.49,4.3,-62.66,2.92,6702691887.0,6702691887.0,-0.03,0.4,28.91,32.98
87,688533,上声电子,29.91,5.28,1.5,19585.0,57712224.0,5.1,30.09,28.64,28.64,28.41,2.14,1.2,20.62,3.06,4870758316.0,4870758316.0,0.0,0.61,-15.7,-14.1
88,601689,拓普集团,51.53,5.25,2.57,448240.0,2294713696.0,3.59,52.11,50.35,51.0,48.96,2.16,2.58,30.06,4.23,89550667437.0,89550667437.0,0.02,0.1,-8.84,5.16
89,688165,埃夫特-U,24.65,5.25,1.23,198628.0,487557911.0,7.81,25.58,23.75,23.8,23.42,2.23,3.81,-88.29,7.83,12861877000.0,12861877000.0,0.0,0.12,-30.6,-6.63
90,600794,保税科技,5.83,5.23,0.29,3552494.0,2115604961.0,8.84,6.09,5.6,6.09,5.54,5.86,29.6,33.35,2.69,6996887075.0,6996887075.0,1.57,1.92,60.16,60.61
91,688700,东威科技,33.18,5.23,1.65,52359.0,171313661.0,4.98,33.3,31.73,32.0,31.53,1.34,1.75,147.54,5.72,9900957125.0,9900957125.0,0.12,0.27,23.25,12.63
92,688226,威腾电气,30.96,5.2,1.53,26835.0,82128911.0,6.49,31.58,29.67,30.33,29.43,1.17,1.7,61.17,2.58,5809567219.0,4880767219.0,-0.03,-0.13,17.72,23.2
93,603758,秦安股份,11.15,5.19,0.55,109412.0,121410396.0,8.77,11.56,10.63,10.63,10.6,2.01,2.49,28.3,2.05,4892587096.0,4892587096.0,-0.09,-0.09,25.85,40.08
94,688678,福立旺,19.27,5.19,0.95,120240.0,233344154.0,5.46,19.97,18.97,18.97,18.32,1.69,4.64,92.14,2.74,4996089966.0,4996089966.0,-0.1,0.05,27.45,29.76
95,600539,狮头股份,10.56,5.18,0.52,127034.0,133659394.0,7.17,10.83,10.11,10.2,10.04,2.0,5.52,-256.24,7.05,2428800000.0,2428800000.0,0.09,0.19,21.1,52.16
96,603915,国茂股份,15.7,5.16,0.77,171466.0,266950349.0,5.36,15.95,15.15,15.15,14.93,2.21,2.61,37.21,2.88,10347688351.0,10309129936.0,0.0,0.13,21.89,33.96
97,688333,铂力特,65.14,5.05,3.13,62145.0,403142360.0,5.84,66.5,62.88,63.5,62.01,1.87,2.29,235.8,3.68,17702980287.0,17702980287.0,-0.11,0.09,53.38,65.2
98,600165,*ST宁科,5.2,5.05,0.25,235096.0,120999788.0,4.65,5.2,4.97,4.97,4.95,1.8,3.43,-6.61,49.61,3561395630.0,3561395630.0,0.19,0.19,85.71,113.99
99,603179,新泉股份,42.01,5.03,2.01,78698.0,327926856.0,5.2,42.38,40.3,40.49,40.0,2.92,1.61,22.4,3.95,20471632470.0,20471632470.0,0.02,0.05,-16.18,-1.62
100,603211,晋拓股份,16.95,5.02,0.81,90620.0,152765286.0,7.68,17.49,16.25,16.25,16.14,2.87,13.34,80.23,3.9,4607145600.0,1151786400.0,0.0,0.06,4.24,13.0
101,688529,豪森智能,16.53,5.02,0.79,37618.0,61551856.0,6.23,16.78,15.8,15.93,15.74,2.14,2.24,-31.62,1.37,2779948503.0,2779948503.0,0.0,0.18,8.39,5.35
102,600365,ST通葡,2.95,4.98,0.14,219494.0,64619678.0,2.14,2.95,2.89,2.95,2.81,12.48,5.24,-29.91,4.14,1260830000.0,1235224000.0,0.0,0.0,13.9,-0.34
103,605228,神通科技,10.17,4.95,0.48,88699.0,89586626.0,4.64,10.35,9.9,10.05,9.69,2.21,2.08,122.28,2.93,4366110556.0,4335570046.0,0.0,0.1,3.88,-5.75
104,603960,克来机电,18.04,4.94,0.85,150707.0,270802892.0,8.09,18.73,17.34,17.36,17.19,3.61,5.75,105.18,4.37,4744943940.0,4730050116.0,0.06,0.28,-6.38,-9.35
105,605016,百龙创园,18.19,4.9,0.85,96344.0,177174923.0,6.52,18.88,17.75,17.75,17.34,2.13,2.98,23.57,3.5,5876941616.0,5876941616.0,0.06,0.06,4.0,7.63
106,688326,经纬恒润-W,79.59,4.89,3.71,12862.0,100432381.0,5.01,79.9,76.1,76.52,75.88,1.7,1.43,-18.87,2.26,9548202182.0,7166298006.0,0.0,0.03,-0.39,-5.36
107,603286,日盈电子,28.6,4.88,1.33,68598.0,194220648.0,5.98,28.99,27.36,27.8,27.27,1.65,6.0,296.8,3.82,3334529227.0,3269092427.0,0.07,0.25,51.97,46.07
108,688220,翱捷科技-U,91.36,4.88,4.25,62162.0,556607221.0,5.6,91.79,86.91,87.94,87.11,1.14,1.72,-55.14,6.73,38215969219.0,32926889315.0,-0.04,-0.01,69.31,68.9
109,688698,伟创电气,49.95,4.87,2.32,60454.0,298900115.0,5.86,50.94,48.15,48.15,47.63,2.12,2.86,43.09,5.05,10558194936.0,10558194936.0,0.02,0.1,3.44,13.52
110,688400,凌云光,26.7,4.87,1.24,114584.0,303492865.0,7.07,27.45,25.65,25.65,25.46,1.87,4.83,116.98,3.15,12308078771.0,6330366279.0,0.34,0.45,22.2,21.81
111,603015,弘讯科技,11.98,4.81,0.55,225710.0,269318479.0,4.02,12.11,11.65,11.65,11.43,2.02,5.58,52.08,3.52,4842543620.0,4842543620.0,0.0,0.17,-1.88,22.62
112,603055,台华新材,10.02,4.81,0.46,86112.0,85241679.0,4.81,10.1,9.64,9.68,9.56,2.35,0.97,12.29,1.81,8920732183.0,8872235383.0,0.2,0.3,-7.05,-9.57
113,688608,恒玄科技,393.39,4.8,18.0,16491.0,634209143.0,5.18,395.43,375.97,378.6,375.39,1.35,1.37,102.77,7.26,47224722455.0,47224722455.0,0.02,0.1,12.1,20.91
114,603665,康隆达,17.95,4.79,0.82,30736.0,54639627.0,6.71,18.2,17.05,17.16,17.13,1.81,1.92,-34.1,2.73,2909000461.0,2875010341.0,-0.06,-0.22,30.36,27.12
115,603662,柯力传感,65.2,4.79,2.98,161960.0,1046738921.0,5.63,66.2,62.7,63.0,62.22,2.45,5.77,70.48,6.87,18364194575.0,18310107394.0,0.09,0.18,-9.67,0.93
116,603486,科沃斯,52.46,4.77,2.39,77623.0,406841235.0,6.05,53.5,50.47,50.47,50.07,1.87,1.36,36.8,4.4,30179996107.0,29860325851.0,-0.19,0.25,11.76,11.62
117,600580,卧龙电驱,23.78,4.76,1.08,1173013.0,2770148359.0,5.07,24.16,23.01,23.08,22.7,2.43,9.01,36.4,3.14,30976366046.0,30976366046.0,0.04,0.04,20.71,38.34
118,605198,安德利,37.5,4.75,1.7,32866.0,121027391.0,5.92,37.72,35.6,35.6,35.8,1.71,1.31,37.17,4.68,12795000000.0,9395100000.0,-0.21,-0.21,26.73,36.02
119,605003,众望布艺,20.05,4.75,0.91,28970.0,57451556.0,7.31,20.5,19.1,19.11,19.14,3.06,2.63,24.48,1.55,2205500000.0,2205500000.0,0.0,-0.1,12.32,6.08
120,688291,金橙子,21.52,4.72,0.97,33529.0,73266446.0,9.34,22.79,20.87,20.9,20.55,2.16,9.96,46.15,2.36,2209387384.0,724507384.0,0.05,0.09,12.14,11.97
121,603633,徕木股份,8.0,4.71,0.36,212322.0,170343178.0,6.41,8.16,7.67,7.67,7.64,3.38,4.97,36.54,1.74,3414486544.0,3414486544.0,0.0,0.38,-1.48,-2.08
122,605319,无锡振华,31.55,4.71,1.42,35755.0,112758755.0,6.6,32.17,30.18,30.18,30.13,1.88,1.67,23.63,3.42,7889442944.0,6741653944.0,-0.06,-0.13,23.53,49.88
123,603296,华勤技术,64.4,4.7,2.89,131127.0,841073797.0,3.5,65.05,62.9,62.9,61.51,1.15,2.3,23.94,3.03,65423355928.0,36738707337.0,-0.02,0.0,-10.44,-9.23
124,605189,富春染织,13.34,4.63,0.59,99262.0,136212504.0,10.27,14.03,12.72,12.85,12.75,6.25,6.63,15.84,1.11,1997882842.0,1997882842.0,0.15,-0.22,5.87,9.79
125,688360,德马科技,20.52,4.59,0.9,39424.0,80170173.0,4.74,20.73,19.8,19.88,19.62,1.79,2.26,30.64,2.72,3865757916.0,3571818376.0,-0.05,-0.05,-2.05,10.44
126,600166,福田汽车,2.54,4.53,0.11,1786955.0,447626583.0,4.12,2.54,2.44,2.44,2.43,3.81,2.75,34.9,1.38,20110196932.0,16481625505.0,0.0,0.0,5.83,1.2
127,603305,旭升集团,12.73,4.52,0.55,226754.0,285068061.0,3.94,12.85,12.37,12.43,12.18,2.09,2.38,28.18,1.84,12135666623.0,12135666623.0,0.0,0.0,-17.39,-3.19
128,600081,东风科技,14.18,4.5,0.61,247075.0,346438614.0,4.5,14.25,13.64,13.67,13.57,1.76,4.47,85.91,1.71,7841911091.0,7841911091.0,0.14,0.42,41.09,38.34
129,600234,*ST科新,6.53,4.48,0.28,24226.0,15632535.0,5.44,6.56,6.22,6.29,6.25,2.21,0.92,112.03,3.89,1714261954.0,1714261954.0,0.93,1.24,14.96,17.66
130,603979,金诚信,38.65,4.46,1.65,90315.0,344846084.0,3.41,38.65,37.39,38.01,37.0,1.45,1.45,16.54,2.9,24108949202.0,24108949202.0,0.21,0.34,-5.66,6.47
131,688090,瑞松科技,38.23,4.43,1.62,17974.0,68720550.0,5.08,38.84,36.98,36.98,36.61,1.35,1.91,314.7,4.0,3601054932.0,3601054932.0,0.0,0.21,2.6,7.63
132,600782,新钢股份,4.02,4.42,0.17,796519.0,319309529.0,5.45,4.07,3.86,3.87,3.85,2.67,2.53,385.76,0.48,12645521639.0,12645521639.0,0.5,0.75,11.05,20.36
133,688003,天准科技,46.49,4.4,1.96,64924.0,302635611.0,5.55,47.47,45.0,45.0,44.53,1.89,3.35,-69.67,4.71,9000231550.0,9000231550.0,-0.11,0.13,15.96,7.37
134,688323,瑞华泰,13.76,4.4,0.58,24994.0,34058536.0,5.08,13.85,13.18,13.28,13.18,2.11,1.39,-43.24,3.02,2476803082.0,2476803082.0,0.07,0.15,21.02,11.96
135,605286,同力日升,37.91,4.38,1.59,13035.0,48476201.0,4.02,37.96,36.5,36.55,36.32,0.86,0.78,21.71,3.27,6368880000.0,6368880000.0,-0.05,0.16,17.92,25.7
136,605166,聚合顺,10.97,4.38,0.46,91632.0,99227337.0,3.71,11.03,10.64,10.69,10.51,1.97,2.91,11.5,1.82,3452545822.0,3452545822.0,0.0,0.18,-2.4,-8.35
