股票代码,股票名称,买入信号,评分,图表路径
301359,东南电子,RSI值为36.15，处于低位回升阶段; MACD金叉形成,35,results/301359_东南电子_analysis.png
301363,美好医疗,"RSI值为42.76，处于低位回升阶段; KDJ低位金叉; 放量上涨: 量比2.72, 涨幅6.53%",45,results/301363_美好医疗_analysis.png
301366,一博科技,RSI值为39.17，处于低位回升阶段; KDJ低位金叉,30,results/301366_一博科技_analysis.png
301370,国科恒泰,RSI值为43.51，处于低位回升阶段; MACD金叉形成,35,results/301370_国科恒泰_analysis.png
301377,鼎泰高科,"MA金叉形成; MACD金叉形成; 放量上涨: 量比1.76, 涨幅10.94%",55,results/301377_鼎泰高科_analysis.png
301378,通达海,RSI值为44.91，处于低位回升阶段; MACD金叉形成; KDJ低位金叉,50,results/301378_通达海_analysis.png
301380,挖金客,RSI值为39.77，处于低位回升阶段; KDJ低位金叉,30,results/301380_挖金客_analysis.png
301389,隆扬电子,"RSI值为34.99，处于低位回升阶段; 放量上涨: 量比3.54, 涨幅9.50%",30,results/301389_隆扬电子_analysis.png
301392,汇成真空,"RSI值为24.70，股票可能超卖; KDJ低位金叉; 放量上涨: 量比1.51, 涨幅4.17%",40,results/301392_汇成真空_analysis.png
