股票代码,股票名称,买入信号,评分,图表路径
300460,惠伦晶体,RSI值为29.47，股票可能超卖; MACD金叉形成,30,results/300460_惠伦晶体_analysis.png
300461,田中精机,RSI值为42.26，处于低位回升阶段; MACD金叉形成,35,results/300461_田中精机_analysis.png
300467,迅游科技,RSI值为30.11，处于低位回升阶段; KDJ低位金叉,30,results/300467_迅游科技_analysis.png
300470,中密控股,RSI值为47.61，处于低位回升阶段; MACD金叉形成,35,results/300470_中密控股_analysis.png
300478,杭州高新,"RSI值为47.67，处于低位回升阶段; 放量上涨: 量比1.83, 涨幅3.04%",30,results/300478_杭州高新_analysis.png
300479,神思电子,"RSI值为40.96，处于低位回升阶段; MACD金叉形成; KDJ低位金叉; 放量上涨: 量比1.62, 涨幅1.79%",65,results/300479_神思电子_analysis.png
300480,光力科技,"MA金叉形成; MACD金叉形成; KDJ低位金叉; 放量上涨: 量比2.20, 涨幅2.94%",70,results/300480_光力科技_analysis.png
300512,中亚股份,"放量上涨: 量比1.51, 涨幅9.33%; 突破20日前高",30,results/300512_中亚股份_analysis.png
