股票代码,股票名称,买入信号,评分,图表路径
600137,浪莎股份,"放量上涨: 量比3.12, 涨幅3.39%; 突破20日前高",30,results/600137_浪莎股份_analysis.png
600151,航天机电,RSI值为42.68，处于低位回升阶段; KDJ低位金叉,30,results/600151_航天机电_analysis.png
