股票代码,股票名称,买入信号,评分,图表路径
301051,信濠光电,"MACD金叉形成; 放量上涨: 量比6.73, 涨幅7.66%",35,results/301051_信濠光电_analysis.png
301055,张小泉,"MACD金叉形成; 放量上涨: 量比2.29, 涨幅4.91%",35,results/301055_张小泉_analysis.png
301067,显盈科技,MA金叉形成; RSI值为39.15，处于低位回升阶段,35,results/301067_显盈科技_analysis.png
301070,开勒股份,"KDJ金叉; 放量上涨: 量比1.68, 涨幅6.26%; 突破20日前高",40,results/301070_开勒股份_analysis.png
301072,中捷精工,"RSI值为40.80，处于低位回升阶段; MACD金叉形成; 放量上涨: 量比1.80, 涨幅0.36%",50,results/301072_中捷精工_analysis.png
301090,华润材料,"RSI值为45.71，处于低位回升阶段; MACD金叉形成; KDJ低位金叉; 放量上涨: 量比2.20, 涨幅1.61%",65,results/301090_华润材料_analysis.png
