股票代码,股票名称,买入信号,评分,图表路径
002690,美亚光电,RSI值为30.84，处于低位回升阶段; KDJ低位金叉,30,results/002690_美亚光电_analysis.png
002691,冀凯股份,"MACD金叉形成; KDJ低位金叉; 放量上涨: 量比1.98, 涨幅4.09%",50,results/002691_冀凯股份_analysis.png
002692,远程股份,RSI值为49.55，处于低位回升阶段; KDJ低位金叉,30,results/002692_远程股份_analysis.png
002702,海欣食品,"放量上涨: 量比1.77, 涨幅2.87%; 突破20日前高",30,results/002702_海欣食品_analysis.png
002705,新宝股份,RSI值为32.72，处于低位回升阶段; KDJ低位金叉,30,results/002705_新宝股份_analysis.png
002712,思美传媒,RSI值为46.39，处于低位回升阶段; MACD金叉形成,35,results/002712_思美传媒_analysis.png
002728,特一药业,"放量上涨: 量比3.65, 涨幅7.98%; 突破20日前高",30,results/002728_特一药业_analysis.png
002730,电光科技,RSI值为39.84，处于低位回升阶段; MACD金叉形成; KDJ低位金叉,50,results/002730_电光科技_analysis.png
