股票代码,股票名称,买入信号,评分,图表路径
003038,鑫铂股份,"MACD金叉形成; KDJ低位金叉; 放量上涨: 量比7.78, 涨幅9.26%",50,results/003038_鑫铂股份_analysis.png
300005,探路者,"RSI值为37.20，处于低位回升阶段; KDJ低位金叉; 放量上涨: 量比2.00, 涨幅2.87%",45,results/300005_探路者_analysis.png
300011,鼎汉技术,RSI值为45.64，处于低位回升阶段; KDJ低位金叉,30,results/300011_鼎汉技术_analysis.png
300043,星辉娱乐,RSI值为42.86，处于低位回升阶段; KDJ低位金叉,30,results/300043_星辉娱乐_analysis.png
