股票代码,股票名称,买入信号,评分,图表路径
600071,凤凰光学,RSI值为30.49，处于低位回升阶段; KDJ低位金叉,30,results/600071_凤凰光学_analysis.png
600072,中船科技,RSI值为46.55，处于低位回升阶段; MACD金叉形成,35,results/600072_中船科技_analysis.png
