股票代码,股票名称,买入信号,评分,图表路径
603565,中谷物流,MA金叉形成; MACD金叉形成,40,results/603565_中谷物流_analysis.png
603615,茶花股份,RSI值为49.70，处于低位回升阶段; MACD金叉形成,35,results/603615_茶花股份_analysis.png
603803,瑞斯康达,MA金叉形成; RSI值为49.34，处于低位回升阶段,35,results/603803_瑞斯康达_analysis.png
