股票代码,股票名称,买入信号,评分,图表路径
600198,大唐电信,RSI值为30.36，处于低位回升阶段; KDJ低位金叉,30,results/600198_大唐电信_analysis.png
600202,哈空调,"放量上涨: 量比1.53, 涨幅1.80%; 突破20日前高",30,results/600202_哈空调_analysis.png
600207,安彩高科,RSI值为45.24，处于低位回升阶段; KDJ低位金叉,30,results/600207_安彩高科_analysis.png
