股票代码,股票名称,买入信号,评分,图表路径
601588,北辰实业,"MA金叉形成; MACD金叉形成; 放量上涨: 量比1.61, 涨幅3.98%",55,results/601588_北辰实业_analysis.png
601595,上海电影,RSI值为31.32，处于低位回升阶段; KDJ低位金叉,30,results/601595_上海电影_analysis.png
