股票代码,股票名称,买入信号,评分,图表路径
002137,实益达,"MACD金叉形成; KDJ低位金叉; 放量上涨: 量比6.35, 涨幅12.17%",50,results/002137_实益达_analysis.png
002159,三特索道,RSI值为45.00，处于低位回升阶段; MACD金叉形成,35,results/002159_三特索道_analysis.png
002161,远 望 谷,"RSI值为48.10，处于低位回升阶段; MACD金叉形成; 放量上涨: 量比1.76, 涨幅3.80%",50,results/002161_远 望 谷_analysis.png
002172,澳洋健康,"MACD金叉形成; 放量上涨: 量比1.64, 涨幅3.64%",35,results/002172_澳洋健康_analysis.png
