股票代码,股票名称,买入信号,评分,图表路径
002931,锋龙股份,"MA金叉形成; 放量上涨: 量比3.90, 涨幅5.21%; 突破20日前高",50,results/002931_锋龙股份_analysis.png
002951,金时科技,RSI值为43.15，处于低位回升阶段; KDJ低位金叉,30,results/002951_金时科技_analysis.png
002956,西麦食品,"RSI值为48.69，处于低位回升阶段; MACD金叉形成; 放量上涨: 量比2.59, 涨幅4.35%",50,results/002956_西麦食品_analysis.png
002957,科瑞技术,"MACD金叉形成; KDJ低位金叉; 放量上涨: 量比2.05, 涨幅10.33%; 突破20日前高",65,results/002957_科瑞技术_analysis.png
002976,瑞玛精密,RSI值为41.81，处于低位回升阶段; MACD金叉形成,35,results/002976_瑞玛精密_analysis.png
