股票代码,股票名称,买入信号,评分,图表路径
000965,天保基建,"放量上涨: 量比3.39, 涨幅10.05%; 突破20日前高",30,results/000965_天保基建_analysis.png
001202,炬申股份,MA金叉形成; MACD金叉形成,40,results/001202_炬申股份_analysis.png
001205,盛航股份,RSI值为42.48，处于低位回升阶段; MACD金叉形成,35,results/001205_盛航股份_analysis.png
001206,依依股份,"放量上涨: 量比2.30, 涨幅1.54%; 突破20日前高",30,results/001206_依依股份_analysis.png
