股票代码,股票名称,买入信号,评分,图表路径
920378,泰德股份,RSI值为42.69，处于低位回升阶段; MACD金叉形成,35,results/920378_泰德股份_analysis.png
920429,康比特,RSI值为32.30，处于低位回升阶段; MACD金叉形成,35,results/920429_康比特_analysis.png
920471,美邦科技,RSI值为47.06，处于低位回升阶段; MACD金叉形成,35,results/920471_美邦科技_analysis.png
920504,博迅生物,RSI值为43.68，处于低位回升阶段; MACD金叉形成,35,results/920504_博迅生物_analysis.png
920576,天力复合,MACD金叉形成; KDJ低位金叉,35,results/920576_天力复合_analysis.png
920578,巨能股份,"MACD金叉形成; 放量上涨: 量比2.00, 涨幅3.51%",35,results/920578_巨能股份_analysis.png
920634,新威凌,"RSI值为40.39，处于低位回升阶段; 放量上涨: 量比1.52, 涨幅3.11%",30,results/920634_新威凌_analysis.png
