股票代码,股票名称,买入信号,评分,图表路径
002746,仙坛股份,MA金叉形成; KDJ金叉,30,results/002746_仙坛股份_analysis.png
002757,南兴股份,RSI值为39.14，处于低位回升阶段; KDJ低位金叉,30,results/002757_南兴股份_analysis.png
002771,真视通,RSI值为39.49，处于低位回升阶段; MACD金叉形成,35,results/002771_真视通_analysis.png
002786,银宝山新,RSI值为43.07，处于低位回升阶段; MACD金叉形成,35,results/002786_银宝山新_analysis.png
002795,永和智控,"放量上涨: 量比1.73, 涨幅3.22%; 突破20日前高",30,results/002795_永和智控_analysis.png
