股票代码,股票名称,买入信号,评分,图表路径
000100,TCL科技,RSI值为34.09，处于低位回升阶段; KDJ低位金叉,30,results/000100_TCL科技_analysis.png
000156,华数传媒,RSI值为43.48，处于低位回升阶段; MACD金叉形成,35,results/000156_华数传媒_analysis.png
