股票代码,股票名称,买入信号,评分,图表路径
301039,中集车辆,"RSI值为50.00，处于低位回升阶段; KDJ低位金叉; 放量上涨: 量比1.78, 涨幅2.58%",45,results/301039_中集车辆_analysis.png
