股票代码,股票名称,买入信号,评分,图表路径
002400,省广集团,RSI值为45.34，处于低位回升阶段; KDJ低位金叉,30,results/002400_省广集团_analysis.png
002422,科伦药业,RSI值为36.69，处于低位回升阶段; MACD金叉形成,35,results/002422_科伦药业_analysis.png
002442,龙星科技,MACD金叉形成; KDJ低位金叉,35,results/002442_龙星科技_analysis.png
002449,国星光电,RSI值为34.81，处于低位回升阶段; KDJ低位金叉,30,results/002449_国星光电_analysis.png
