股票代码,股票名称,买入信号,评分,图表路径
603980,吉华集团,RSI值为45.35，处于低位回升阶段; MACD金叉形成,35,results/603980_吉华集团_analysis.png
605006,山东玻纤,RSI值为47.46，处于低位回升阶段; MACD金叉形成,35,results/605006_山东玻纤_analysis.png
