股票代码,股票名称,买入信号,评分,图表路径
300423,昇辉科技,"放量上涨: 量比3.50, 涨幅6.35%; 突破20日前高",30,results/300423_昇辉科技_analysis.png
300425,中建环能,"放量上涨: 量比2.90, 涨幅2.29%; 突破20日前高",30,results/300425_中建环能_analysis.png
300460,惠伦晶体,RSI值为29.47，股票可能超卖; MACD金叉形成,30,results/300460_惠伦晶体_analysis.png
