股票代码,股票名称,买入信号,评分,图表路径
000952,广济药业,"放量上涨: 量比4.62, 涨幅9.97%; 突破20日前高",30,results/000952_广济药业_analysis.png
000966,长源电力,"放量上涨: 量比1.92, 涨幅1.13%; 突破20日前高",30,results/000966_长源电力_analysis.png
000988,华工科技,RSI值为44.90，处于低位回升阶段; KDJ低位金叉,30,results/000988_华工科技_analysis.png
000995,皇台酒业,RSI值为48.96，处于低位回升阶段; KDJ低位金叉,30,results/000995_皇台酒业_analysis.png
001201,东瑞股份,RSI值为43.65，处于低位回升阶段; KDJ低位金叉,30,results/001201_东瑞股份_analysis.png
001206,依依股份,"放量上涨: 量比2.30, 涨幅1.54%; 突破20日前高",30,results/001206_依依股份_analysis.png
