股票代码,股票名称,买入信号,评分,图表路径
600337,美克家居,RSI值为46.67，处于低位回升阶段; KDJ低位金叉,30,results/600337_美克家居_analysis.png
600339,中油工程,"放量上涨: 量比1.92, 涨幅1.07%; 突破20日前高",30,results/600339_中油工程_analysis.png
600356,恒丰纸业,MA金叉形成; MACD金叉形成,40,results/600356_恒丰纸业_analysis.png
600370,三房巷,"MACD金叉形成; 放量上涨: 量比3.19, 涨幅10.00%",35,results/600370_三房巷_analysis.png
