股票代码,股票名称,买入信号,评分,图表路径
600011,华能国际,"KDJ金叉; 放量上涨: 量比2.77, 涨幅6.86%; 突破20日前高",40,results/600011_华能国际_analysis.png
600027,华电国际,"放量上涨: 量比1.57, 涨幅1.28%; 突破20日前高",30,results/600027_华电国际_analysis.png
600037,歌华有线,"MACD金叉形成; 放量上涨: 量比1.85, 涨幅3.08%",35,results/600037_歌华有线_analysis.png
