股票代码,股票名称,买入信号,评分,图表路径
600016,民生银行,"放量上涨: 量比1.78, 涨幅2.72%; 突破20日前高",30,results/600016_民生银行_analysis.png
600032,浙江新能,MA金叉形成; KDJ金叉,30,results/600032_浙江新能_analysis.png
600073,光明肉业,RSI值为49.26，处于低位回升阶段; KDJ低位金叉,30,results/600073_光明肉业_analysis.png
600076,康欣新材,MA金叉形成; MACD金叉形成,40,results/600076_康欣新材_analysis.png
