股票代码,股票名称,买入信号,评分,图表路径
002092,中泰化学,"MACD金叉形成; KDJ金叉; 放量上涨: 量比2.45, 涨幅2.37%",45,results/002092_中泰化学_analysis.png
002103,广博股份,"RSI值为42.36，处于低位回升阶段; MACD金叉形成; 放量上涨: 量比3.20, 涨幅2.05%",50,results/002103_广博股份_analysis.png
002109,兴化股份,"MA金叉形成; MACD金叉形成; 放量上涨: 量比2.70, 涨幅3.15%",55,results/002109_兴化股份_analysis.png
002111,威海广泰,RSI值为45.83，处于低位回升阶段; MACD金叉形成; KDJ低位金叉,50,results/002111_威海广泰_analysis.png
002124,天邦食品,RSI值为43.33，处于低位回升阶段; MACD金叉形成,35,results/002124_天邦食品_analysis.png
002161,远 望 谷,"RSI值为48.10，处于低位回升阶段; MACD金叉形成; 放量上涨: 量比1.76, 涨幅3.80%",50,results/002161_远 望 谷_analysis.png
002172,澳洋健康,"MACD金叉形成; 放量上涨: 量比1.64, 涨幅3.64%",35,results/002172_澳洋健康_analysis.png
002175,东方智造,RSI值为30.26，处于低位回升阶段; KDJ低位金叉,30,results/002175_东方智造_analysis.png
002178,延华智能,RSI值为38.66，处于低位回升阶段; MACD金叉形成,35,results/002178_延华智能_analysis.png
