股票代码,股票名称,买入信号,评分,图表路径
688779,五矿新能,RSI值为45.91，处于低位回升阶段; KDJ低位金叉,30,results/688779_五矿新能_analysis.png
688981,中芯国际,RSI值为43.84，处于低位回升阶段; KDJ低位金叉,30,results/688981_中芯国际_analysis.png
920021,流金科技,"MACD金叉形成; 放量上涨: 量比4.01, 涨幅5.30%",35,results/920021_流金科技_analysis.png
