股票代码,股票名称,买入信号,评分,图表路径
000635,英 力 特,"放量上涨: 量比1.96, 涨幅1.62%; 突破20日前高",30,results/000635_英 力 特_analysis.png
000639,西王食品,"MA金叉形成; 放量上涨: 量比1.77, 涨幅0.63%",35,results/000639_西王食品_analysis.png
000676,智度股份,RSI值为30.68，处于低位回升阶段; KDJ低位金叉,30,results/000676_智度股份_analysis.png
000686,东北证券,MACD金叉形成; KDJ低位金叉,35,results/000686_东北证券_analysis.png
000703,恒逸石化,"MACD金叉形成; 放量上涨: 量比2.94, 涨幅5.91%",35,results/000703_恒逸石化_analysis.png
000759,中百集团,"MA金叉形成; 放量上涨: 量比2.76, 涨幅0.38%",35,results/000759_中百集团_analysis.png
