股票代码,股票名称,买入信号,评分,图表路径
300355,蒙草生态,RSI值为44.44，处于低位回升阶段; MACD金叉形成,35,results/300355_蒙草生态_analysis.png
300370,安控科技,MA金叉形成; RSI值为47.37，处于低位回升阶段,35,results/300370_安控科技_analysis.png
300423,昇辉科技,"放量上涨: 量比3.50, 涨幅6.35%; 突破20日前高",30,results/300423_昇辉科技_analysis.png
300425,中建环能,"放量上涨: 量比2.90, 涨幅2.29%; 突破20日前高",30,results/300425_中建环能_analysis.png
