股票代码,股票名称,买入信号,评分,图表路径
600962,国投中鲁,MACD金叉形成; KDJ金叉,30,results/600962_国投中鲁_analysis.png
600984,建设机械,"放量上涨: 量比3.48, 涨幅10.05%; 突破20日前高",30,results/600984_建设机械_analysis.png
600986,浙文互联,"RSI值为46.86，处于低位回升阶段; 放量上涨: 量比1.81, 涨幅2.58%",30,results/600986_浙文互联_analysis.png
