股票代码,股票名称,买入信号,评分,图表路径
600869,远东股份,RSI值为48.74，处于低位回升阶段; KDJ低位金叉,30,results/600869_远东股份_analysis.png
600880,博瑞传播,"放量上涨: 量比5.16, 涨幅4.24%; 突破20日前高",30,results/600880_博瑞传播_analysis.png
