股票代码,股票名称,买入信号,评分,图表路径
300187,永清环保,"放量上涨: 量比1.87, 涨幅2.32%; 突破20日前高",30,results/300187_永清环保_analysis.png
300197,节能铁汉,"RSI值为48.39，处于低位回升阶段; 放量上涨: 量比2.53, 涨幅0.91%",30,results/300197_节能铁汉_analysis.png
300217,东方电热,"RSI值为38.57，处于低位回升阶段; 放量上涨: 量比1.56, 涨幅1.69%",30,results/300217_东方电热_analysis.png
300227,光韵达,"RSI值为41.76，处于低位回升阶段; 放量上涨: 量比1.94, 涨幅5.02%",30,results/300227_光韵达_analysis.png
300232,洲明科技,RSI值为47.56，处于低位回升阶段; MACD金叉形成,35,results/300232_洲明科技_analysis.png
300242,佳云科技,"MA金叉形成; 放量上涨: 量比2.05, 涨幅2.51%",35,results/300242_佳云科技_analysis.png
300266,兴源环境,RSI值为48.72，处于低位回升阶段; MACD金叉形成,35,results/300266_兴源环境_analysis.png
300281,金明精机,"MACD金叉形成; 放量上涨: 量比1.60, 涨幅2.29%",35,results/300281_金明精机_analysis.png
300284,苏交科,"RSI值为46.26，处于低位回升阶段; KDJ低位金叉; 放量上涨: 量比4.17, 涨幅2.32%",45,results/300284_苏交科_analysis.png
300289,利德曼,"MA金叉形成; 放量上涨: 量比3.41, 涨幅7.06%; 突破20日前高",50,results/300289_利德曼_analysis.png
