股票代码,股票名称,买入信号,评分,图表路径
600207,安彩高科,"放量上涨: 量比3.80, 涨幅4.94%; 突破20日前高",30,results/600207_安彩高科_analysis.png
600208,衢州发展,RSI值为48.80，处于低位回升阶段; KDJ低位金叉,30,results/600208_衢州发展_analysis.png
600217,中再资环,"KDJ低位金叉; 放量上涨: 量比1.96, 涨幅1.18%",30,results/600217_中再资环_analysis.png
600328,中盐化工,"MA金叉形成; RSI值为47.47，处于低位回升阶段; MACD金叉形成; KDJ低位金叉; 放量上涨: 量比2.32, 涨幅2.84%",85,results/600328_中盐化工_analysis.png
