股票代码,股票名称,买入信号,评分,图表路径
688115,思林杰,"放量上涨: 量比2.06, 涨幅1.80%; 突破20日前高",30,results/688115_思林杰_analysis.png
688166,博瑞医药,RSI值为20.49，股票可能超卖; MACD金叉形成,30,results/688166_博瑞医药_analysis.png
