股票代码,股票名称,买入信号,评分,图表路径
000599,青岛双星,"MACD金叉形成; 放量上涨: 量比1.99, 涨幅3.21%; 突破20日前高",50,results/000599_青岛双星_analysis.png
000637,茂化实华,"放量上涨: 量比6.42, 涨幅2.96%; 突破20日前高",30,results/000637_茂化实华_analysis.png
000665,湖北广电,"MA金叉形成; MACD金叉形成; 放量上涨: 量比3.45, 涨幅10.08%; 突破20日前高",70,results/000665_湖北广电_analysis.png
