股票代码,股票名称,买入信号,评分,图表路径
000068,华控赛格,"放量上涨: 量比9.59, 涨幅2.38%; 突破20日前高",30,results/000068_华控赛格_analysis.png
000088,盐 田 港,"放量上涨: 量比6.35, 涨幅3.10%; 突破20日前高",30,results/000088_盐 田 港_analysis.png
000089,深圳机场,"放量上涨: 量比5.07, 涨幅3.35%; 突破20日前高",30,results/000089_深圳机场_analysis.png
000090,天健集团,"放量上涨: 量比4.08, 涨幅9.02%; 突破20日前高",30,results/000090_天健集团_analysis.png
