股票代码,股票名称,买入信号,评分,图表路径
300749,顶固集创,"放量上涨: 量比1.50, 涨幅2.14%; 突破20日前高",30,results/300749_顶固集创_analysis.png
300796,贝斯美,RSI值为45.83，处于低位回升阶段; KDJ低位金叉,30,results/300796_贝斯美_analysis.png
