日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2023-04-24,688478,39.3,41.8,49.11,39.3,231053,1000297782.0,30.83,31.36,9.98,80.83
2023-04-25,688478,43.07,45.86,49.2,43.07,172595,794253406.0,14.67,9.71,4.06,60.38
2023-04-26,688478,43.79,46.73,48.76,42.19,140587,644533841.0,14.33,1.9,0.87,49.18
2023-04-27,688478,46.22,56.31,57.58,46.22,154554,839404708.0,24.31,20.5,9.58,54.07
2023-04-28,688478,56.58,55.01,62.18,52.46,124739,717280145.0,17.26,-2.31,-1.3,43.64
2023-05-04,688478,55.3,55.3,56.77,52.56,89689,496856388.0,7.65,0.53,0.29,31.38
2023-05-05,688478,53.95,44.1,54.3,44.1,130705,619474933.0,18.44,-20.25,-11.2,45.72
2023-05-08,688478,42.38,44.1,44.57,41.48,61106,267711933.0,7.01,0.0,0.0,21.38
2023-05-09,688478,43.5,42.5,45.17,42.35,44769,197293346.0,6.39,-3.63,-1.6,15.66
2023-05-10,688478,42.3,42.65,43.63,41.05,38797,167820534.0,6.07,0.35,0.15,13.57
2023-05-11,688478,43.07,43.62,43.9,41.9,34827,151752074.0,4.69,2.27,0.97,12.18
2023-05-12,688478,45.2,43.54,47.14,43.18,53028,244030311.0,9.08,-0.18,-0.08,18.55
2023-05-15,688478,42.2,43.06,43.59,40.3,38540,164482912.0,7.56,-1.1,-0.48,13.48
2023-05-16,688478,42.44,46.85,48.69,41.5,71572,331496002.0,16.7,8.8,3.79,25.04
2023-05-17,688478,45.8,46.01,47.6,44.8,55056,257954788.0,5.98,-1.79,-0.84,19.26
2023-05-18,688478,45.4,44.1,45.89,42.51,58018,258650313.0,7.35,-4.15,-1.91,20.3
2023-05-19,688478,44.09,45.0,46.3,43.61,55236,253695421.0,6.1,2.04,0.9,19.32
2023-05-22,688478,44.36,43.75,45.52,42.8,40463,180604410.0,6.04,-2.78,-1.25,14.16
2023-05-23,688478,43.6,41.3,43.6,41.29,38303,163770077.0,5.28,-5.6,-2.45,13.4
2023-05-24,688478,40.96,43.53,44.06,40.89,50109,217208042.0,7.68,5.4,2.23,17.53
2023-05-25,688478,42.86,44.58,45.07,42.8,43215,192192541.0,5.21,2.41,1.05,15.12
2023-05-26,688478,44.6,44.69,45.7,43.5,38418,174560019.0,4.93,0.25,0.11,13.44
2023-05-29,688478,45.75,46.33,47.6,43.28,56241,260833519.0,9.67,3.67,1.64,19.67
2023-05-30,688478,45.75,44.51,46.46,44.1,44288,203038828.0,5.09,-3.93,-1.82,15.49
2023-05-31,688478,45.2,48.5,49.22,44.86,83742,402750941.0,9.8,8.96,3.99,29.3
2023-06-01,688478,51.3,54.5,58.34,51.3,118038,660959368.0,14.52,12.37,6.0,41.29
2023-06-02,688478,55.84,54.52,59.2,52.81,85999,484170689.0,11.72,0.04,0.02,30.09
2023-06-05,688478,53.88,53.92,56.43,52.87,50192,276410627.0,6.53,-1.1,-0.6,17.56
2023-06-06,688478,53.47,51.06,55.18,50.8,56701,301526167.0,8.12,-5.3,-2.86,19.84
2023-06-07,688478,50.3,55.3,56.7,50.3,66003,360034387.0,12.53,8.3,4.24,23.09
2023-06-08,688478,55.21,52.71,56.1,51.2,71688,386440497.0,8.86,-4.68,-2.59,25.08
2023-06-09,688478,52.5,50.22,52.97,48.9,65014,332593050.0,7.72,-4.72,-2.49,22.74
